id,price,speed,hd,ram,screen,cores,cd,laptop,trend
136,3090,36,3,16,17,20,no,no,4
137,1792,15,24,14,15,8,yes,no,2
138,1782,19,20,2,15,4,no,no,1
139,2690,19,24,2,23,20,no,no,4
140,3272,30,5,60,21,16,yes,no,2
141,1098,23,8,14,11,10,no,yes,1
142,3916,37,5,40,19,30,yes,no,5
143,1022,20,16,14,11,4,no,yes,2
144,4096,34,7,32,23,26,yes,no,5
145,2401,15,20,2,15,24,no,no,4
146,1932,20,8,14,15,6,yes,no,2
147,2212,19,24,2,23,16,yes,no,2
148,3662,30,7,20,21,20,no,no,5
149,2351,16,24,2,17,16,no,no,2
150,4199,39,5,48,19,16,no,no,2
151,2844,22,28,2,19,26,yes,no,4
152,2179,18,24,2,19,14,no,no,2
153,2588,17,8,2,19,14,yes,no,2
154,1661,19,16,10,21,4,no,no,1
155,3219,37,1,24,23,12,no,no,2
156,3290,39,7,60,15,30,no,no,5
157,3526,31,1,32,19,26,no,no,4
158,937,19,12,10,13,10,no,yes,2
159,1754,24,24,10,21,10,no,no,1
160,3973,36,7,28,21,14,no,no,1
161,1909,23,24,14,17,4,no,no,1
162,2402,18,16,14,21,28,no,no,5
163,1183,19,28,6,13,8,no,yes,1
164,2144,22,20,6,23,18,yes,no,4
165,1504,18,24,6,23,8,yes,no,1
166,3399,37,1,56,15,12,no,no,2
167,593,18,8,2,11,4,no,yes,1
168,1533,19,12,14,19,6,no,no,2
169,3377,32,1,52,19,22,no,no,4
170,1254,18,16,6,21,8,no,no,2
171,4335,38,1,60,15,16,no,no,1
172,707,21,12,6,11,4,no,yes,1
173,3584,32,1,40,17,16,yes,no,1
174,1763,15,8,6,15,10,no,no,1
175,1703,17,20,14,15,10,no,no,1
176,2812,23,28,14,19,26,yes,no,5
177,2090,19,20,14,17,26,no,no,4
178,1623,19,24,10,21,6,no,no,1
179,756,18,24,14,13,4,yes,no,1
180,4140,31,5,24,15,16,yes,no,1
181,2035,17,8,2,15,16,no,no,1
182,1655,15,20,2,19,10,no,no,1
183,3528,38,3,44,15,20,yes,no,5
184,1290,17,12,6,21,8,no,no,1
185,1955,20,20,2,19,6,no,no,2
186,4244,35,7,48,19,26,yes,no,4
187,2212,16,8,14,21,26,yes,no,4
188,2125,16,12,6,15,18,no,no,4
189,1243,22,28,10,15,6,no,no,1
190,2736,18,8,2,23,24,yes,no,5
191,669,23,20,6,12,6,no,yes,1
192,2435,18,16,6,21,12,no,no,2
193,3693,34,1,36,23,22,no,no,5
194,3891,37,3,60,17,14,no,no,2
195,2383,18,8,6,21,30,no,no,5
196,1957,20,8,14,19,6,no,no,2
197,4116,30,1,36,17,22,yes,no,4
198,4026,34,5,56,17,28,no,no,4
199,809,20,8,10,11,6,no,yes,1
200,3724,30,5,20,17,20,yes,no,4
201,1079,19,16,10,12,8,no,yes,2
202,2728,18,12,14,21,12,yes,no,2
203,857,24,28,6,12,8,no,yes,2
204,3845,31,1,32,21,14,no,no,2
205,3398,31,5,20,21,24,no,no,5
206,4174,36,1,48,15,12,no,no,1
207,683,15,16,6,12,8,no,yes,2
208,1700,22,8,6,19,8,yes,no,1
209,3000,39,7,20,15,18,yes,no,5
210,1362,17,24,6,17,8,no,no,1
211,2112,20,20,10,23,16,yes,no,1
212,3635,32,3,44,19,30,no,no,5
213,557,24,16,6,12,10,no,yes,1
214,637,19,28,2,12,10,no,yes,2
215,1219,15,8,14,15,8,no,no,2
216,3994,33,5,40,15,16,no,no,1
217,1636,23,28,6,21,4,yes,no,2
218,3612,38,5,60,19,22,yes,no,5
219,938,22,12,2,13,4,no,yes,2
220,3562,36,1,36,21,24,no,no,4
221,1654,18,8,10,23,4,no,no,1
222,837,20,8,2,13,4,no,yes,1
223,1096,22,8,14,11,6,yes,no,1
224,4345,38,3,32,19,22,no,no,5
225,2760,20,16,2,19,22,yes,no,4
226,2109,18,24,10,23,14,no,no,1
227,3583,37,3,16,23,26,no,no,4
228,2899,20,20,10,17,26,no,no,4
229,2459,17,16,14,15,22,no,no,4
230,1347,22,24,14,19,6,no,no,1
231,1940,20,8,2,15,6,yes,no,1
232,3171,30,5,44,19,14,no,no,2
233,1768,20,24,6,23,4,yes,no,1
234,863,20,16,14,11,4,no,yes,2
235,1917,17,28,10,19,8,no,no,1
236,607,17,28,14,12,4,no,yes,1
237,2746,17,16,10,19,16,no,no,2
238,1981,19,20,2,15,8,no,no,1
239,570,17,28,6,13,10,no,yes,2
240,2978,18,12,10,23,30,no,no,5
241,2824,19,24,6,17,16,yes,no,2
242,2613,23,20,2,17,24,no,no,4
243,2261,24,12,14,15,26,no,no,5
244,3813,31,7,24,23,28,no,no,5
245,3586,32,5,56,17,22,no,no,4
246,2572,17,28,10,15,26,yes,no,5
247,1820,21,20,6,15,6,yes,no,1
248,3663,35,5,52,23,26,no,no,5
249,2059,24,8,6,23,12,no,no,1
250,3572,38,1,24,19,12,yes,no,1
251,3463,30,7,52,19,28,no,no,4
252,3424,34,5,36,17,14,yes,no,1
253,2957,18,16,6,15,28,no,no,4
254,2153,16,20,10,23,22,no,no,4
255,1357,24,24,10,15,8,no,no,2
256,4065,32,1,60,23,30,no,no,4
257,2830,16,16,14,21,28,no,no,5
258,4204,33,3,24,17,20,yes,no,4
259,3588,37,1,60,15,28,yes,no,4
260,2794,24,8,2,17,16,no,no,2
261,2633,23,28,2,15,18,no,no,5
262,564,21,20,6,11,8,yes,no,2
263,1445,22,8,2,21,6,no,no,2
264,3743,38,5,28,21,22,no,no,4
265,1204,19,12,6,15,10,yes,no,1
266,3613,34,7,56,15,22,no,no,4
267,4247,35,7,32,21,14,no,no,1
268,3906,31,3,44,19,18,no,no,4
269,692,18,16,14,12,10,yes,no,1
270,2441,18,12,6,23,26,no,no,4
271,4068,34,7,44,17,26,yes,no,5
272,2917,15,20,14,15,16,no,no,2
273,2225,19,28,14,21,30,no,no,5
274,1165,23,8,6,12,10,no,yes,1
275,1117,20,12,2,13,10,no,yes,2
276,2580,16,12,10,23,24,yes,no,4
277,2356,24,8,6,21,22,yes,no,4
278,2917,15,28,6,19,20,no,no,5
279,2319,18,12,2,15,12,no,no,2
280,935,21,16,10,13,8,no,yes,1
281,931,23,20,2,13,6,no,yes,2
282,4007,30,7,20,21,20,no,no,5
283,1758,22,28,2,21,10,no,no,2
284,2986,16,24,2,21,12,no,no,2
285,769,21,28,6,12,10,no,yes,2
286,1840,19,20,2,21,6,yes,no,2
287,2822,22,8,2,19,30,no,no,5
288,2501,18,20,2,19,26,no,no,5
289,2812,20,12,6,19,14,yes,no,1
290,4167,38,5,28,17,20,no,no,4
291,3046,38,7,36,17,18,no,no,4
292,4236,31,5,20,21,12,yes,no,2
293,3063,33,1,44,21,18,no,no,4
294,621,21,8,2,13,4,no,yes,1
295,2943,16,28,10,21,28,no,no,4
296,3414,33,5,32,17,16,no,no,1
297,3096,36,7,28,23,20,yes,no,5
298,4168,36,1,60,21,12,yes,no,1
299,3121,39,1,40,15,12,no,no,2
300,2471,16,28,10,23,14,no,no,2
301,1879,24,16,10,23,6,no,no,1
302,2216,23,16,10,17,18,yes,no,4
303,3805,32,7,32,17,22,no,no,5
304,2753,24,16,6,21,16,no,no,2
305,2680,23,8,10,17,12,yes,no,1
306,1946,16,12,14,17,6,no,no,2
307,1908,16,28,6,19,10,yes,no,2
308,1076,21,20,2,12,10,yes,no,2
309,891,18,20,10,13,10,no,yes,2
310,3681,30,5,28,17,20,no,no,4
311,3258,31,1,24,19,28,no,no,4
312,910,16,8,10,13,6,no,yes,1
313,1970,19,16,10,23,6,no,no,2
314,3265,35,7,24,21,28,no,no,5
315,649,24,20,6,13,4,no,yes,1
316,4075,38,5,52,17,28,no,no,5
317,3160,38,5,32,21,30,yes,no,5
318,4093,36,5,48,19,14,no,no,1
319,2434,19,20,2,19,18,no,no,4
320,2733,17,24,6,17,30,no,no,4
321,4067,33,5,56,23,14,no,no,2
322,1569,22,8,6,23,10,no,no,1
323,3782,34,1,16,15,30,no,no,5
324,1274,20,20,10,17,8,no,no,1
325,544,22,8,10,11,8,yes,no,1
326,1043,18,24,6,12,8,no,yes,1
327,826,21,24,2,11,4,no,yes,2
328,1859,23,20,14,23,4,no,no,1
329,973,20,12,2,12,10,no,yes,2
330,879,18,20,2,13,4,no,yes,1
331,3229,35,7,28,19,28,no,no,5
332,1529,23,12,2,15,4,no,no,1
333,3415,37,1,32,15,28,no,no,4
334,3205,31,7,20,17,16,no,no,2
335,3316,34,1,16,17,24,yes,no,4
336,1516,22,20,2,19,8,yes,no,1
337,2222,22,12,10,19,28,no,no,4
338,3769,39,3,36,15,26,no,no,5
339,4118,38,3,20,23,26,no,no,4
340,756,18,8,10,11,6,yes,no,1
341,3454,37,5,20,17,26,no,no,4
342,3927,39,1,40,23,30,no,no,5
343,3980,36,3,16,21,16,yes,no,1
344,3910,37,5,48,23,22,no,no,4
345,1502,16,8,14,15,6,no,no,2
346,3777,32,3,48,15,26,no,no,4
347,4156,33,5,24,23,22,yes,no,5
348,768,20,16,6,12,4,yes,no,2
349,791,24,16,2,11,10,no,yes,2
350,1695,17,16,2,23,6,no,no,1
351,3290,32,3,56,23,24,no,no,5
352,1904,16,28,2,15,8,yes,no,2
353,1495,21,12,10,21,8,no,no,2
354,4272,35,3,56,23,24,yes,no,5
355,665,24,28,6,13,10,no,yes,1
356,3474,31,5,52,15,30,no,no,5
357,2488,19,28,6,23,30,yes,no,4
358,1304,15,20,10,17,6,yes,no,1
359,1393,17,12,2,17,6,no,no,1
360,2955,18,28,2,21,22,no,no,4
361,3360,31,1,56,15,14,yes,no,2
362,1597,17,16,2,19,6,no,no,2
363,3435,32,5,40,19,16,no,no,1
364,1044,17,12,6,12,4,yes,no,1
365,721,24,12,6,13,6,no,yes,1
366,3723,37,3,60,15,20,no,no,5
367,1850,23,20,2,21,8,no,no,1
368,4174,30,1,16,15,16,no,no,2
369,3568,38,5,20,17,30,yes,no,4
370,4187,37,1,60,23,24,no,no,4
371,4224,30,7,44,23,14,yes,no,1
372,3105,36,3,44,19,18,no,no,5
373,879,17,12,10,13,4,no,yes,2
374,1545,20,8,14,23,6,no,no,2
375,3103,30,7,60,19,16,no,no,2
376,1907,18,8,10,19,8,no,no,1
377,1124,17,16,6,13,10,yes,no,2
378,1066,18,28,2,13,8,no,yes,1
379,3597,32,1,16,17,20,no,no,4
380,3075,33,1,32,21,30,no,no,4
381,3659,31,7,32,21,14,no,no,1
382,1823,20,20,6,21,4,no,no,1
383,718,21,28,6,12,4,no,yes,1
384,1007,18,20,2,11,4,no,yes,2
385,2504,15,8,6,19,20,yes,no,4
386,768,15,8,2,11,6,yes,no,1
387,3359,37,3,48,23,28,no,no,4
388,3526,32,3,52,23,22,no,no,5
389,2801,21,8,6,23,16,no,no,1
390,4304,32,1,24,17,14,yes,no,2
391,2641,19,8,10,15,14,no,no,1
392,3483,31,1,52,15,28,no,no,4
393,603,22,12,14,13,6,no,yes,2
394,4087,39,5,32,15,28,no,no,4
395,700,24,16,2,11,6,yes,no,1
396,1744,24,20,6,21,10,yes,no,1
397,3032,39,1,16,17,16,yes,no,2
398,1371,24,12,10,21,6,no,no,1
399,1414,24,28,10,17,6,no,no,1
400,2046,16,8,6,15,14,no,no,2
401,1119,23,20,2,12,10,no,yes,2
402,2939,23,8,14,19,28,no,no,5
403,1716,20,28,6,15,4,yes,no,1
404,3335,38,3,56,15,18,no,no,5
405,2279,17,28,10,15,18,no,no,4
406,2879,16,28,2,17,22,no,no,4
407,1910,18,24,10,23,10,no,no,1
408,982,24,24,14,11,10,no,yes,1
409,554,23,8,2,13,8,no,yes,1
410,1946,20,24,6,17,10,no,no,1
411,3721,37,5,48,21,16,no,no,2
412,2344,24,24,6,23,26,yes,no,4
413,3332,34,5,16,15,14,yes,no,1
414,1141,24,16,6,11,10,no,yes,2
415,4048,37,7,36,23,26,yes,no,4
416,3605,30,1,24,23,20,no,no,4
417,1817,22,20,2,15,6,no,no,2
418,1114,16,8,10,11,8,no,yes,2
419,808,15,16,14,13,4,yes,no,1
420,4171,34,1,36,17,12,no,no,2
421,4100,33,7,44,19,28,yes,no,5
422,1835,21,12,6,19,10,no,no,1
423,1483,16,8,2,15,6,no,no,1
424,1742,17,20,14,21,4,no,no,1
425,2241,22,12,10,15,20,no,no,4
426,2305,23,24,14,21,28,no,no,5
427,3515,33,3,28,17,28,no,no,4
428,3745,35,1,52,17,18,no,no,5
429,4288,34,7,32,21,30,yes,no,5
430,2233,23,12,10,17,22,no,no,4
431,2657,17,20,2,23,16,no,no,2
432,1542,17,12,14,23,4,no,no,1
433,4040,36,3,40,23,28,yes,no,5
434,692,22,24,2,13,4,yes,no,2
435,3438,38,5,56,17,30,no,no,4
436,2420,23,16,6,19,24,yes,no,5
437,3065,33,3,60,19,16,no,no,2
438,2364,20,24,14,19,28,yes,no,5
439,2185,19,24,14,17,18,no,no,5
440,2248,17,8,14,19,28,yes,no,4
441,645,15,12,6,13,10,no,yes,2
442,1864,15,28,14,17,6,yes,no,1
443,573,24,24,10,13,8,no,yes,2
444,3855,34,3,36,21,26,no,no,4
445,2876,18,8,14,15,26,yes,no,4
446,3806,38,5,48,19,20,no,no,5
447,1592,23,8,2,19,10,yes,no,1
448,2924,15,16,10,19,22,yes,no,5
449,1564,19,24,10,23,6,yes,no,1
450,4223,39,5,44,17,22,no,no,4
451,1074,17,16,10,11,8,no,yes,2
452,559,15,8,10,12,8,no,yes,2
453,3646,34,3,24,21,22,no,no,4
454,3634,34,1,48,15,24,no,no,4
455,3966,33,5,32,15,24,no,no,5
456,4135,32,5,32,15,12,no,no,1
457,1127,22,8,6,11,6,no,yes,2
458,3862,37,7,52,21,16,no,no,2
459,2548,24,16,14,19,18,yes,no,4
460,3770,39,5,36,15,28,no,no,5
461,915,16,8,2,11,8,no,yes,2
462,1926,24,12,2,23,8,no,no,2
463,3492,30,5,24,15,28,yes,no,4
464,959,21,16,10,13,4,no,yes,1
465,2794,20,28,14,19,22,no,no,4
466,2397,19,28,10,15,24,no,no,5
467,1089,22,8,6,13,8,no,yes,1
468,4074,31,5,44,23,22,no,no,4
469,1177,18,16,2,11,6,no,yes,2
470,4159,37,3,16,15,24,no,no,5
471,4113,34,3,32,21,12,no,no,2
472,1256,23,28,14,23,8,yes,no,1
473,4345,32,5,56,21,24,no,no,4
474,4224,38,3,16,21,16,yes,no,2
475,3488,35,5,16,19,12,yes,no,1
476,1964,21,28,14,21,10,yes,no,2
477,3245,30,3,24,21,28,no,no,5
478,1647,22,12,6,17,10,no,no,2
479,2158,19,24,14,23,30,no,no,5
480,3596,32,1,24,23,14,yes,no,2
481,2588,22,28,6,17,24,yes,no,5
482,694,16,16,10,12,4,no,yes,1
483,2465,18,12,14,19,28,no,no,4
484,3671,33,7,20,19,20,no,no,4
485,655,22,24,6,12,6,no,yes,1
486,3604,37,5,60,15,16,yes,no,2
487,1506,19,24,6,15,10,no,no,2
488,2248,21,20,14,17,16,yes,no,1
489,4216,32,7,56,17,20,yes,no,4
490,4029,35,5,40,17,12,no,no,2
491,1851,21,28,2,19,10,no,no,1
492,3894,30,3,52,23,26,no,no,5
493,2173,23,16,14,19,22,no,no,5
494,2927,23,28,2,15,12,no,no,2
495,3186,38,5,52,17,16,no,no,1
496,3601,31,7,60,21,16,no,no,2
497,551,24,8,6,13,8,no,yes,1
498,3417,35,7,28,15,30,no,no,5
499,3303,30,3,44,15,20,no,no,4
500,3073,38,3,48,19,20,no,no,5
501,1040,17,24,14,12,4,yes,no,1
502,2447,21,16,2,23,20,no,no,5
503,1284,18,8,2,15,4,yes,no,1
504,3407,31,7,56,19,24,no,no,5
505,2338,17,12,10,23,24,no,no,5
506,3246,36,5,32,15,28,no,no,5
507,2526,19,8,10,23,18,no,no,5
508,1147,16,28,10,11,4,no,yes,2
509,2403,18,16,14,23,24,no,no,5
510,2905,15,8,10,21,22,no,no,5
511,3757,33,5,44,19,22,no,no,4
512,4131,36,5,20,15,22,no,no,5
513,1808,20,12,6,15,10,yes,no,2
514,3660,30,5,32,23,22,yes,no,5
515,3156,32,1,60,17,14,yes,no,1
516,3768,36,5,20,19,14,yes,no,2
517,3233,31,3,24,23,30,no,no,5
518,2351,18,24,14,21,22,no,no,5
519,1029,23,20,14,12,8,no,yes,1
520,4068,37,1,32,17,28,yes,no,5
521,528,18,8,6,11,4,yes,no,1
522,2535,23,24,6,17,14,no,no,2
523,3271,31,1,40,23,16,no,no,2
524,2375,23,12,6,23,26,no,no,4
525,2668,18,16,2,19,26,yes,no,4
526,4096,36,5,44,19,26,yes,no,5
527,2484,21,20,14,21,18,yes,no,5
528,3631,35,1,40,15,14,no,no,2
529,567,17,8,2,13,10,no,yes,1
530,917,19,12,6,12,8,no,yes,2
531,3025,30,5,32,17,16,no,no,2
532,753,18,28,6,12,10,no,yes,2
533,2349,16,28,2,21,30,no,no,5
534,4015,38,7,56,21,14,no,no,1
535,3781,39,5,20,21,22,no,no,4
536,977,15,8,14,11,8,no,yes,2
537,3734,38,7,20,21,16,no,no,2
538,3271,38,7,20,15,24,no,no,5
539,3300,30,7,60,23,22,yes,no,4
540,1660,20,16,6,21,4,yes,no,1
541,1122,18,8,10,13,4,no,yes,1
542,3739,33,5,56,17,30,no,no,5
543,1135,24,28,14,12,8,no,yes,2
544,1592,20,16,10,15,8,yes,no,1
545,4274,35,5,16,15,30,no,no,4
546,4078,34,3,44,23,30,no,no,4
547,3547,35,1,16,19,26,no,no,4
548,2428,22,28,6,23,24,yes,no,4
549,1408,21,20,6,19,8,yes,no,2
550,2561,21,12,10,21,26,no,no,5
551,4015,33,3,60,21,24,no,no,4
552,1013,16,28,2,13,4,no,yes,2
553,1240,19,16,14,23,8,yes,no,1
554,1544,22,8,6,21,4,yes,no,1
555,1934,19,12,10,19,4,no,no,1
556,3912,32,3,32,19,30,yes,no,4
557,1858,17,28,2,21,8,no,no,2
558,2171,23,16,2,23,22,no,no,4
559,1581,23,20,14,23,6,no,no,2
560,2628,19,20,6,15,14,yes,no,1
561,3364,33,3,20,21,26,yes,no,5
562,1360,23,8,14,23,4,yes,no,2
563,1937,24,8,6,19,10,no,no,1
564,2823,24,16,14,15,12,no,no,1
565,3075,30,3,16,17,30,no,no,5
566,1257,19,28,10,21,4,no,no,1
567,2189,24,16,6,23,22,no,no,4
568,2485,17,12,10,19,22,no,no,5
569,4224,39,3,40,15,14,yes,no,2
570,3025,34,7,32,21,16,no,no,1
571,1530,23,16,6,21,6,no,no,2
572,1131,19,28,14,11,8,no,yes,1
573,1789,19,20,10,17,10,no,no,2
574,4343,36,7,16,23,20,no,no,4
575,1520,23,28,14,15,10,yes,no,1
576,3379,36,3,28,15,20,no,no,4
577,1439,23,28,10,21,6,no,no,2
578,4156,31,5,20,15,24,yes,no,5
579,1530,23,20,14,21,8,no,no,2
580,1608,20,16,6,15,10,yes,no,2
581,1397,23,12,2,19,8,no,no,1
582,1659,15,28,10,21,4,no,no,1
583,2792,23,16,2,19,14,yes,no,2
584,855,21,12,2,12,6,no,yes,1
585,1338,19,28,14,17,8,no,no,1
586,3957,38,7,40,15,24,no,no,4
587,1750,23,28,2,17,8,no,no,1
588,1094,19,16,2,13,6,no,yes,2
589,3557,31,3,56,23,20,no,no,5
590,1873,22,12,10,23,4,no,no,1
591,2036,15,20,10,17,20,yes,no,4
592,868,15,24,14,13,10,yes,no,1
593,2027,16,12,6,21,16,no,no,2
594,2490,18,28,10,15,28,no,no,4
595,2462,16,28,10,23,22,no,no,4
596,3081,34,5,24,17,26,no,no,5
597,897,19,16,6,11,6,no,yes,2
598,863,24,8,2,12,10,no,yes,2
599,2734,18,12,6,21,26,no,no,4
600,3394,33,1,24,23,28,no,no,4
601,1563,18,28,6,17,4,no,no,1
602,2260,22,24,10,21,18,yes,no,4
603,3857,31,1,60,21,24,no,no,5
604,4093,34,3,60,23,28,no,no,4
605,1474,17,16,10,15,8,no,no,1
606,2028,19,28,14,21,18,yes,no,4
607,2378,16,24,2,19,20,no,no,4
608,1480,15,8,14,21,8,yes,no,2
609,2502,24,12,10,17,22,no,no,5
610,1296,22,24,6,15,6,yes,no,2
611,1116,21,20,6,12,4,yes,no,1
612,4163,39,7,40,19,24,no,no,5
613,611,22,20,14,11,10,no,yes,1
614,1473,21,28,6,19,10,no,no,2
615,4086,32,7,24,21,26,no,no,4
616,2014,16,28,6,17,28,no,no,5
617,2613,18,8,2,21,18,no,no,5
618,1592,23,16,6,17,10,yes,no,1
619,1382,20,12,6,21,8,no,no,1
620,1360,20,16,10,15,6,yes,no,1
621,992,24,28,14,11,6,yes,no,2
622,1255,22,24,6,23,6,no,no,2
623,2960,20,20,2,17,26,yes,no,4
624,3370,37,3,56,19,14,no,no,2
625,615,15,16,2,12,6,no,yes,1
626,738,19,28,6,13,10,no,yes,1
627,3167,34,3,28,15,22,no,no,5
628,764,23,8,6,11,10,yes,no,2
629,4049,37,5,20,21,20,no,no,4
630,4047,35,1,16,19,24,no,no,4
631,2559,16,12,6,23,24,no,no,4
632,3899,39,5,52,17,14,no,no,2
633,2233,16,16,6,19,24,no,no,4
634,3760,30,7,24,19,22,yes,no,4
635,3901,38,1,32,17,18,no,no,5
636,619,22,16,14,12,6,no,yes,2
637,2585,20,16,10,23,12,no,no,1
638,2748,23,20,14,21,18,yes,no,4
639,802,16,24,14,13,6,no,yes,2
640,3223,36,3,40,15,30,no,no,4
641,3602,35,3,20,21,30,no,no,4
642,4103,32,3,40,17,14,no,no,2
643,1265,20,24,10,17,10,no,no,2
644,3796,35,1,60,15,30,yes,no,5
645,4321,34,1,20,19,12,no,no,2
646,1176,20,28,10,11,4,yes,no,1
647,2884,20,16,14,17,30,yes,no,4
648,781,19,24,10,12,6,no,yes,1
649,4208,38,1,36,19,24,yes,no,4
650,1880,16,8,10,19,6,yes,no,1
651,3174,30,5,16,17,24,no,no,5
652,1910,16,20,6,21,8,no,no,1
653,3424,33,1,36,23,28,yes,no,5
654,2496,19,16,6,19,20,yes,no,4
